Time,P_H2_In,F-H-735,F-H-725,dP_HS,dP_NS,F_H2O,F_H2O_kg/s,dP_H2O,T_HS_In,T_HS_Out,T_NS_In,T_NS_Out,T_H2O_In,T_H2O_Out
[s],[bar],[kg/h],[kg/h],[bar],[bar],[m**3/h],[kg/s],[bar],[K],[K],[K],[K],[degC],[degC]
1009,49.93,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.51,116.16,304.08,241.56,297.11,36.8,35.7
1010,49.95,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.51,116.28,304.13,241.56,297.16,36.9,35.7
1011,49.97,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.51,116.57,304.13,241.56,297.16,36.9,35.7
1012,50,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,116.69,304.23,241.59,297.27,36.9,35.7
1013,50,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,116.78,304.23,241.61,297.34,36.9,35.7
1014,50.02,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,117.05,304.28,241.61,297.42,36.9,35.7
1015,50.05,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,117.16,304.31,241.64,297.42,36.8,35.7
1016,50.08,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.53,117.26,304.33,241.64,297.47,36.9,35.7
1017,50.1,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,117.52,304.41,241.64,297.55,36.9,35.7
1018,50.1,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,117.64,304.44,241.66,297.55,36.9,35.7
1019,50.1,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,117.78,304.46,241.71,297.63,36.9,35.7
1020,50.15,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,118.07,304.57,241.74,297.73,36.9,35.7
1021,50.17,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,118.17,304.62,241.74,297.78,36.9,35.7
1022,50.17,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.51,118.33,304.64,241.77,297.78,36.9,35.7
1023,50.17,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,118.48,304.69,241.79,297.83,36.9,35.7
1024,50.2,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.51,118.57,304.72,241.84,297.88,36.9,35.7
1025,50.22,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.51,118.86,304.75,241.84,297.96,36.9,35.7
1026,50.22,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,118.95,304.77,241.87,297.96,36.9,35.7
1027,50.22,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,119.07,304.82,241.89,298.01,36.9,35.7
1028,50.22,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,119.33,304.88,241.89,298.09,36.9,35.7
1029,50.28,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,119.48,304.9,241.94,298.09,36.9,35.7
1030,50.3,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,119.72,304.93,241.97,298.14,36.9,35.7
1031,50.3,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.53,119.81,304.95,242.04,298.19,36.9,35.7
1032,50.33,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.53,119.98,305.06,242.04,298.24,36.9,35.7
1033,50.33,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,120.19,305.11,242.04,298.24,36.9,35.7
1034,50.35,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.53,120.31,305.16,242.07,298.29,36.9,35.7
1035,50.35,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.54,120.46,305.16,242.12,298.35,36.9,35.7
1036,50.35,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.54,120.67,305.24,242.12,298.37,36.9,35.7
1037,50.37,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,120.77,305.26,242.17,298.37,36.9,35.7
1038,50.37,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,120.89,305.29,242.25,298.45,36.9,35.7
1039,50.4,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,121.08,305.34,242.25,298.53,36.9,35.7
1040,50.4,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,121.23,305.37,242.27,298.53,36.9,35.7
1041,50.4,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,121.42,305.39,242.32,298.55,36.9,35.7
1042,50.42,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,121.54,305.44,242.37,298.63,36.9,35.7
1043,50.42,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,121.66,305.47,242.37,298.68,36.9,35.7
1044,50.45,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,121.92,305.47,242.42,298.68,36.9,35.7
1045,50.45,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.53,121.99,305.52,242.47,298.71,36.9,35.7
1046,50.48,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,122.16,305.55,242.55,298.76,36.9,35.7
1047,50.48,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,122.38,305.57,242.55,298.84,36.9,35.7
1048,50.5,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,122.45,305.62,242.6,298.84,36.9,35.7
1049,50.5,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.53,122.59,305.62,242.65,298.86,36.8,35.7
1050,50.5,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.53,122.83,305.68,242.65,298.94,36.9,35.7
1051,50.5,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.49,122.95,305.7,242.7,298.94,36.9,35.7
1052,50.53,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,123.05,305.7,242.78,298.99,36.8,35.7
1053,50.55,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,123.31,305.83,242.83,299.04,36.9,35.7
1054,50.55,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.51,123.41,305.86,242.83,299.09,36.9,35.7
1055,50.55,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.51,123.6,305.86,242.88,299.09,36.9,35.7
1056,50.55,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,123.7,305.88,242.96,299.12,36.9,35.7
1057,50.57,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,123.82,305.93,242.96,299.17,36.9,35.7
1058,50.57,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,124.03,305.93,243.01,299.17,36.9,35.7
1059,50.6,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,124.13,305.99,243.06,299.22,36.9,35.7
1060,50.6,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.51,124.25,306.01,243.13,299.32,36.9,35.7
1061,50.6,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.51,124.51,306.01,243.13,299.35,36.9,35.7
1062,50.62,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,124.61,306.04,243.18,299.35,36.9,35.7
1063,50.62,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,124.68,306.09,243.23,299.38,36.9,35.7
1064,50.62,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,124.92,306.17,243.28,299.43,36.9,35.7
1065,50.62,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,125.02,306.14,243.28,299.48,36.9,35.7
1066,50.62,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,125.16,306.17,243.39,299.48,36.9,35.7
1067,50.62,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,125.38,306.19,243.44,299.5,36.9,35.7
1068,50.62,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,125.47,306.22,243.44,299.58,36.9,35.7
1069,50.62,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.51,125.71,306.24,243.49,299.58,36.9,35.7
1070,50.62,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.51,125.78,306.24,243.54,299.58,36.9,35.7
1071,50.65,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,125.9,306.27,243.59,299.66,36.9,35.7
1072,50.65,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,126.05,306.3,243.59,299.66,36.9,35.7
1073,50.65,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,126.17,306.3,243.69,299.66,36.9,35.7
1074,50.68,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.51,126.29,306.32,243.74,299.71,36.9,35.7
1075,50.68,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.51,126.5,306.35,243.79,299.76,36.9,35.7
1076,50.68,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.51,126.62,306.37,243.79,299.76,36.9,35.7
1077,50.68,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,126.69,306.4,243.87,299.79,36.9,35.7
1078,50.68,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,126.93,306.43,243.92,299.81,36.8,35.7
1079,50.68,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,127.03,306.48,243.92,299.87,36.9,35.7
1080,50.68,-0.15,0.02,-0.01,-0.01,3.02,0.891,0.51,127.17,306.5,243.99,299.87,36.9,35.7
1081,50.7,-0.15,0.02,-0.01,-0.01,3.02,0.891,0.52,127.39,306.53,244.07,299.92,36.9,35.7
1082,50.7,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,127.51,306.61,244.1,299.94,36.9,35.7
1083,50.72,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,127.61,306.55,244.1,299.97,36.9,35.7
1084,50.72,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.51,127.85,306.61,244.15,299.97,36.9,35.7
1085,50.72,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,127.97,306.63,244.25,300.02,36.9,35.7
1086,50.7,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,128.06,306.63,244.25,299.99,36.9,35.7
1087,50.72,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.53,128.25,306.68,244.3,299.99,36.9,35.7
1088,50.75,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,128.37,306.68,244.35,300.07,36.9,35.7
1089,50.75,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,128.57,306.71,244.42,300.1,36.8,35.7
1090,50.72,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.51,128.64,306.76,244.42,300.15,36.9,35.7
1091,50.72,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,128.73,306.74,244.5,300.15,36.9,35.7
1092,50.72,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,128.97,306.74,244.53,300.15,36.9,35.7
1093,50.72,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,129.07,306.74,244.6,300.2,36.8,35.7
1094,50.75,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,129.19,306.76,244.6,300.2,36.9,35.7
1095,50.72,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,129.38,306.81,244.7,300.23,36.9,35.7
1096,50.75,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,129.5,306.81,244.75,300.25,36.8,35.7
1097,50.75,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,129.6,306.81,244.75,300.3,36.9,35.7
1098,50.75,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,129.79,306.84,244.83,300.3,36.8,35.7
1099,50.75,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,129.91,306.84,244.91,300.33,36.9,35.7
1100,50.77,-0.15,0.02,-0.01,-0.01,3.01,0.888,0.54,130.03,306.86,244.91,300.38,36.9,35.7
1101,50.77,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.54,130.25,306.89,244.96,300.38,36.9,35.7
1102,50.77,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,130.37,306.92,245.08,300.38,36.9,35.7
1103,50.8,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,130.44,306.92,245.11,300.41,36.9,35.7
1104,50.77,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,130.66,306.94,245.11,300.43,36.9,35.7
1105,50.77,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,130.75,306.97,245.18,300.43,36.9,35.7
1106,50.77,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.53,130.97,306.99,245.24,300.49,36.9,35.7
1107,50.77,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,131.09,306.99,245.31,300.51,36.9,35.7
1108,50.8,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.52,131.14,307.02,245.31,300.59,36.9,35.8
1109,50.77,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.51,131.33,307.02,245.41,300.59,36.9,35.8
1110,50.77,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.53,131.41,307.02,245.49,300.59,36.9,35.8
1111,50.77,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.52,131.53,307.02,245.49,300.61,36.9,35.8
1112,50.77,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.52,131.74,307.07,245.54,300.61,36.9,35.7
1113,50.77,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.54,131.84,307.1,245.62,300.61,36.9,35.8
1114,50.77,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.53,131.96,307.07,245.69,300.69,36.9,35.8
1115,50.77,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.53,132.18,307.12,245.69,300.69,36.9,35.8
1116,50.77,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.51,132.25,307.12,245.77,300.69,36.9,35.8
1117,50.77,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,132.37,307.12,245.82,300.72,36.9,35.8
1118,50.8,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,132.59,307.23,245.89,300.72,36.8,35.7
1119,50.77,-0.14,0.02,-0.01,-0.01,3.01,0.888,0.51,132.69,307.2,245.89,300.72,36.9,35.8
1120,50.77,-0.15,0.02,-0.01,-0.01,3.01,0.888,0.52,132.81,307.23,245.94,300.74,36.9,35.8
1121,50.77,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,133,307.23,246.05,300.77,36.9,35.7
1122,50.8,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.51,133.12,307.23,246.05,300.79,36.9,35.7
1123,50.77,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.51,133.29,307.25,246.07,300.79,36.9,35.7
1124,50.77,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.52,133.43,307.28,246.17,300.82,36.9,35.8
1125,50.77,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,133.63,307.25,246.22,300.85,36.9,35.7
1126,50.77,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.52,133.68,307.3,246.32,300.87,36.9,35.8
1127,50.77,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,133.77,307.3,246.32,300.87,36.9,35.7
1128,50.77,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,133.99,307.33,246.35,300.9,36.9,35.8
1129,50.77,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.53,134.04,307.36,246.45,300.92,36.9,35.7
1130,50.75,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.53,134.18,307.38,246.45,300.98,36.9,35.8
1131,50.75,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,134.4,307.41,246.53,300.98,36.9,35.8
1132,50.77,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,134.52,307.43,246.58,301,36.9,35.7
1133,50.75,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.53,134.59,307.43,246.63,301.05,36.9,35.7
1134,50.75,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.53,134.79,307.48,246.63,301.05,36.9,35.8
1135,50.72,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,134.91,307.46,246.73,301.05,36.9,35.8
1136,50.72,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,135.03,307.51,246.78,301.08,36.9,35.8
1137,50.72,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,135.2,307.54,246.78,301.1,36.9,35.8
1138,50.72,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,135.32,307.54,246.83,301.1,36.9,35.8
1139,50.72,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,135.42,307.54,246.93,301.16,36.9,35.7
1140,50.75,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,135.61,307.56,247.03,301.16,37,35.8
1141,50.72,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,135.71,307.56,247.03,301.16,36.9,35.8
1142,50.72,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,135.83,307.56,247.08,301.21,37,35.8
1143,50.72,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.53,136,307.59,247.16,301.21,36.9,35.7
1144,50.72,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,136.14,307.64,247.16,301.23,36.9,35.8
1145,50.72,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,136.24,307.59,247.24,301.23,36.9,35.8
1146,50.75,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,136.36,307.61,247.31,301.29,36.9,35.8
1147,50.75,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.51,136.48,307.67,247.36,301.26,36.9,35.7
1148,50.72,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.51,136.57,307.69,247.36,301.26,36.9,35.7
1149,50.72,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.52,136.77,307.72,247.44,301.31,36.9,35.7
1150,50.72,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.53,136.89,307.72,247.54,301.34,36.9,35.7
1151,50.72,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.53,137.08,307.72,247.54,301.34,36.9,35.7
1152,50.7,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,137.18,307.72,247.59,301.34,37,35.8
1153,50.72,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,137.3,307.74,247.67,301.36,36.9,35.7
1154,50.72,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,137.49,307.74,247.74,301.41,36.9,35.7
1155,50.72,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.52,137.59,307.77,247.74,301.44,36.9,35.7
1156,50.72,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.53,137.71,307.74,247.79,301.44,36.9,35.7
1157,50.7,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.52,137.85,307.77,247.87,301.41,36.9,35.8
1158,50.7,-0.14,0.02,-0.01,-0.01,3.02,0.891,0.51,137.95,307.82,247.87,301.47,36.9,35.8
1159,50.72,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.51,138.05,307.82,247.95,301.47,36.9,35.7
1160,50.72,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,138.29,307.85,248.02,301.47,36.9,35.8
1161,50.72,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.52,138.39,307.85,248.1,301.49,37,35.8
1162,50.68,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.52,138.48,307.85,248.1,301.49,36.9,35.7
1163,50.68,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.52,138.68,307.9,248.15,301.49,36.9,35.7
1164,50.68,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,138.77,307.87,248.25,301.54,36.9,35.7
1165,50.65,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,138.92,307.9,248.33,301.54,36.9,35.7
1166,50.68,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,139.04,307.95,248.33,301.54,36.9,35.7
1167,50.65,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,139.16,307.95,248.4,301.57,36.9,35.7
1168,50.65,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.53,139.33,307.98,248.48,301.6,36.9,35.8
1169,50.65,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.5,139.42,307.95,248.48,301.65,36.9,35.8
1170,50.62,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.5,139.52,308,248.55,301.65,36.9,35.8
1171,50.62,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,139.74,308,248.6,301.65,36.9,35.8
1172,50.62,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,139.84,308,248.68,301.67,36.9,35.7
1173,50.62,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.53,139.98,308.03,248.68,301.67,36.9,35.7
1174,50.62,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,140.1,308.05,248.76,301.67,36.9,35.8
1175,50.6,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,140.22,308.05,248.81,301.75,36.9,35.7
1176,50.62,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,140.37,308.05,248.88,301.72,36.9,35.7
1177,50.62,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,140.49,308.05,248.88,301.78,36.9,35.8
1178,50.62,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,140.68,308.08,248.96,301.78,36.9,35.7
1179,50.62,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,140.81,308.08,249.01,301.78,36.9,35.8
1180,50.6,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,141,308.08,249.09,301.83,36.9,35.8
1181,50.57,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.51,141.07,308.1,249.09,301.85,36.9,35.7
1182,50.6,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.51,141.17,308.13,249.16,301.85,36.9,35.8
1183,50.57,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.53,141.39,308.13,249.21,301.85,36.9,35.8
1184,50.57,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,141.44,308.16,249.29,301.85,36.9,35.8
1185,50.57,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,141.51,308.18,249.29,301.91,36.9,35.8
1186,50.57,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.52,141.73,308.18,249.39,301.91,36.9,35.8
1187,50.57,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.53,141.83,308.18,249.47,301.93,36.9,35.8
1188,50.57,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,142,308.21,249.52,301.96,36.9,35.8
1189,50.57,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,142.14,308.21,249.52,301.93,36.9,35.8
1190,50.55,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,142.24,308.21,249.54,301.93,36.9,35.8
1191,50.53,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,142.39,308.26,249.67,301.96,36.9,35.8
1192,50.55,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.53,142.46,308.26,249.72,302.01,36.9,35.8
1193,50.53,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.53,142.7,308.26,249.72,301.98,36.9,35.8
1194,50.53,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,142.82,308.29,249.77,301.98,36.9,35.8
1195,50.55,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.53,142.9,308.29,249.87,302.03,36.9,35.8
1196,50.53,-0.15,0.02,-0.01,-0.01,3.02,0.891,0.53,143.12,308.34,249.95,302.06,36.9,35.8
1197,50.53,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,143.19,308.29,249.95,302.06,36.9,35.8
1198,50.53,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.52,143.41,308.36,250,302.06,36.9,35.8
1199,50.53,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.52,143.5,308.36,250.07,302.06,36.9,35.8
1200,50.5,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,143.6,308.36,250.18,302.11,36.9,35.8
1201,50.5,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.52,143.75,308.39,250.18,302.11,36.9,35.8
1202,50.5,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.53,143.87,308.39,250.23,302.11,36.9,35.8
1203,50.5,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.52,143.97,308.39,250.28,302.16,36.9,35.8
1204,50.5,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.52,144.11,308.36,250.38,302.16,36.9,35.8
1205,50.45,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.52,144.18,308.36,250.38,302.16,36.9,35.8
1206,50.48,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.52,144.38,308.39,250.43,302.16,36.9,35.8
1207,50.45,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,144.48,308.39,250.51,302.19,36.9,35.8
1208,50.45,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,144.52,308.41,250.51,302.27,36.9,35.8
1209,50.45,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,144.74,308.44,250.58,302.27,36.9,35.8
1210,50.45,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,144.82,308.44,250.68,302.29,36.9,35.8
1211,50.45,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,144.94,308.41,250.76,302.29,36.9,35.8
1212,50.45,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,145.16,308.47,250.76,302.32,36.9,35.8
1213,50.42,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,145.23,308.47,250.81,302.32,37,35.8
1214,50.4,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.51,145.33,308.47,250.91,302.32,37,35.9
1215,50.4,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.51,145.5,308.52,250.91,302.37,37,35.8
1216,50.4,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.52,145.59,308.52,250.99,302.37,37,35.8
1217,50.4,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,145.69,308.52,251.07,302.37,37,35.9
1218,50.42,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.53,145.89,308.54,251.12,302.42,37,35.8
1219,50.37,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.53,146.01,308.52,251.12,302.42,36.9,35.8
1220,50.37,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,146.06,308.57,251.19,302.42,36.9,35.8
1221,50.37,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.53,146.27,308.54,251.27,302.42,36.9,35.8
1222,50.37,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.53,146.35,308.57,251.27,302.47,36.9,35.8
1223,50.35,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,146.44,308.57,251.37,302.47,36.9,35.8
1224,50.35,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,146.59,308.57,251.45,302.47,36.9,35.8
1225,50.35,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.51,146.66,308.57,251.47,302.53,36.9,35.8
1226,50.35,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,146.76,308.57,251.47,302.53,36.9,35.8
1227,50.33,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,146.95,308.57,251.52,302.53,36.9,35.8
1228,50.33,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,147.05,308.59,251.6,302.55,36.9,35.8
1229,50.33,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,147.12,308.59,251.6,302.55,36.9,35.8
1230,50.3,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,147.32,308.62,251.7,302.55,37,35.8
1231,50.3,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,147.42,308.65,251.73,302.58,37,35.8
