Time,P_H2_In,F-H-735,F-H-725,dP_HS,dP_NS,F_H2O,F_H2O_kg/s,dP_H2O,T_HS_In,T_HS_Out,T_NS_In,T_NS_Out,T_H2O_In,T_H2O_Out
[s],[bar],[kg/h],[kg/h],[bar],[bar],[m**3/h],[kg/s],[bar],[K],[K],[K],[K],[degC],[degC]
2421,148.25,12.25,0.03,0.08,-0.02,3.01,0.887,0.53,88.78,283.44,199.11,293.41,40.1,35.2
2422,148.15,12.11,0.03,0.17,-0.01,3.02,0.89,0.51,88.1,283.49,194.38,293.38,40.2,35.3
2423,153.35,12.47,0.03,0.1,-0.02,3.02,0.89,0.51,86.27,283.46,194.38,293.43,40.1,35.3
2424,149.1,12.47,0.03,0.09,-0.02,3.02,0.89,0.51,86.44,283.44,193.23,293.43,40.2,35.4
2425,146.65,12.3,0.03,0.19,-0.02,3.02,0.89,0.53,89.6,283.46,199.26,293.41,40.2,35.3
2426,146.65,12.08,0.03,0.09,-0.01,3.01,0.887,0.52,89.23,283.54,194.03,293.43,40.1,35.3
2427,153.9,12.45,0.03,0.09,-0.01,3.01,0.887,0.52,86.13,283.44,194.03,293.46,40.1,35.4
2428,149.82,12.3,0.03,0.09,-0.02,3.01,0.887,0.52,87,283.41,193.38,293.46,40,35.4
2429,145.35,12.3,0.03,0.08,-0.02,3.01,0.887,0.52,89.84,283.52,199.36,293.46,39.9,35.3
2430,154.23,12,0.03,0.21,-0.01,3.01,0.887,0.53,88.24,283.54,193.68,293.46,39.9,35.3
2431,154.23,12.4,0.03,0.09,-0.02,3.01,0.887,0.53,86.32,283.46,193.68,293.48,39.8,35.2
2432,150.55,12.4,0.03,0.09,-0.02,3.01,0.887,0.52,87.73,283.46,193.58,293.48,39.8,35.2
2433,145.8,12.05,0.03,0.08,-0.02,3.02,0.89,0.51,89.42,283.52,199.48,293.46,39.9,35.1
2434,153.1,12.05,0.03,0.21,-0.01,3.02,0.89,0.51,87.09,283.54,193.31,293.41,39.9,35.2
2435,151.38,12.38,0.03,0.09,-0.02,3.02,0.89,0.51,86.01,283.46,193.31,293.43,39.9,35.2
2436,151.38,12.44,0.03,0.08,-0.02,3.02,0.89,0.52,86.81,283.44,193.71,293.43,40,35.1
2437,146.68,12.07,0.03,0.08,-0.01,3.02,0.89,0.52,89.77,283.54,199.38,293.46,40.1,35.1
2438,151.48,12.29,0.03,0.2,-0.01,3.02,0.89,0.52,88.31,283.54,192.93,293.43,40.1,35.2
2439,152.18,12.47,0.03,0.09,-0.02,3.02,0.89,0.52,86.2,283.44,192.93,293.46,40.1,35.3
2440,147.57,12.47,0.03,0.08,-0.02,3.02,0.89,0.53,87.54,283.44,193.81,293.46,40.1,35.3
2441,149.95,12.17,0.03,0.19,0,3.02,0.89,0.52,89.37,283.49,199.33,293.46,40.1,35.3
2442,149.95,12.21,0.03,0.19,-0.02,3.02,0.89,0.51,87.23,283.54,192.76,293.41,40.1,35.3
2443,152.83,12.51,0.03,0.1,-0.02,3.01,0.887,0.51,85.99,283.44,192.76,293.46,40,35.3
2444,148.38,12.26,0.03,0.09,-0.02,3.01,0.887,0.52,88.29,283.44,194.03,293.46,40,35.3
2445,148.23,12.26,0.03,0.17,-0.01,3.01,0.887,0.51,89.74,283.49,199.26,293.43,40,35.3
2446,153.37,12.13,0.03,0.1,-0.02,3.01,0.887,0.53,86.44,283.57,192.69,293.38,39.9,35.2
2447,153.37,12.47,0.03,0.1,-0.02,3.01,0.887,0.53,86.15,283.44,192.69,293.41,39.9,35.2
2448,149.07,12.29,0.03,0.09,-0.02,3.01,0.887,0.51,87.37,283.44,194.53,293.41,39.8,35.1
2449,146.68,12.03,0.03,0.21,-0.02,3.01,0.887,0.52,89.49,283.54,199.43,293.38,39.8,35.1
2450,153.92,12.03,0.03,0.1,-0.01,3.01,0.887,0.53,87.4,283.49,192.46,293.38,39.8,35.2
2451,149.85,12.45,0.03,0.09,-0.02,3.01,0.887,0.53,86.53,283.44,192.46,293.38,39.9,35.2
2452,149.85,12.37,0.03,0.09,-0.02,3.01,0.887,0.51,88.1,283.41,194.58,293.38,39.9,35.2
2453,145.45,12.03,0.03,0.08,-0.02,3.01,0.887,0.52,89.67,283.46,199.11,293.35,39.9,35.1
2454,154.25,12.4,0.03,0.21,-0.01,3.01,0.887,0.52,86.46,283.44,192.26,293.35,40,35.1
2455,150.63,12.4,0.03,0.09,-0.02,3.01,0.887,0.52,86.01,283.41,192.26,293.35,40.1,35.2
2456,145.85,12.4,0.03,0.08,-0.02,3.01,0.887,0.52,88.81,283.41,194.8,293.35,40.1,35.1
2457,145.85,12.02,0.03,0.08,-0.01,3.01,0.887,0.53,89.53,283.49,199.01,293.38,40.1,35.2
2458,153.08,12.35,0.03,0.21,-0.01,3.01,0.887,0.52,86.01,283.46,192.16,293.33,40.1,35.2
2459,151.27,12.39,0.03,0.09,-0.02,3.02,0.89,0.52,86.37,283.36,192.16,293.35,40.1,35.3
2460,146.58,12.39,0.03,0.09,-0.02,3.02,0.89,0.52,87.94,283.41,195.1,293.35,40,35.3
2461,151.25,12.05,0.03,0.2,-0.01,3.01,0.887,0.52,88.78,283.54,198.68,293.35,39.9,35.2
2462,151.25,12.25,0.03,0.09,-0.02,3.01,0.887,0.5,86.58,283.49,192.09,293.33,39.9,35.3
2463,151.92,12.43,0.03,0.09,-0.02,3.01,0.887,0.5,87,283.41,192.09,293.33,39.8,35.2
2464,147.32,12.15,0.03,0.08,-0.02,3.01,0.887,0.52,88.62,283.44,195.47,293.33,39.8,35.2
2465,149.52,12.15,0.03,0.2,-0.01,3.01,0.887,0.51,89.63,283.54,198.58,293.3,39.8,35.1
2466,152.53,12.17,0.03,0.1,-0.02,3.01,0.887,0.52,86.01,283.44,192.06,293.3,39.8,35.1
2467,152.53,12.46,0.03,0.09,-0.02,3.01,0.887,0.52,86.27,283.39,192.06,293.33,39.8,35.1
2468,148.03,12.2,0.03,0.09,-0.02,3.01,0.887,0.51,89.44,283.39,195.67,293.33,39.8,35.1
2469,148,12.06,0.03,0.18,-0.02,3.01,0.887,0.52,88.88,283.54,198.29,293.33,39.8,35.1
2470,153.08,12.06,0.03,0.1,-0.02,3.01,0.887,0.51,86.72,283.46,192.04,293.33,39.9,35.1
2471,148.83,12.44,0.03,0.09,-0.02,3.01,0.887,0.51,86.81,283.41,192.04,293.35,39.9,35.1
2472,148.83,12.22,0.03,0.21,-0.02,3.01,0.887,0.51,88.48,283.44,196.05,293.35,39.9,35.1
2473,146.47,11.99,0.03,0.21,-0.02,3.01,0.887,0.5,87.84,283.52,197.96,293.3,40,35.1
2474,153.65,12.42,0.03,0.1,-0.01,3.01,0.887,0.53,86.01,283.44,191.94,293.33,40,35.1
2475,149.63,12.42,0.03,0.09,-0.02,3.01,0.887,0.53,86.13,283.39,191.94,293.33,40.1,35.2
2476,145.5,12.32,0.03,0.08,-0.02,3.01,0.887,0.52,89.25,283.44,196.2,293.33,40,35.2
2477,154.2,12,0.03,0.21,-0.01,3.01,0.887,0.52,88.95,283.52,197.44,293.3,40.1,35.2
2478,154.2,12.43,0.03,0.21,-0.02,3.01,0.887,0.51,85.78,283.39,191.74,293.33,40,35.3
2479,150.58,12.39,0.03,0.09,-0.02,3.01,0.887,0.52,86.62,283.36,191.74,293.33,40.1,35.3
2480,145.82,11.99,0.03,0.08,-0.02,3.01,0.887,0.52,89.44,283.36,196.24,293.3,40,35.3
2481,153.35,11.99,0.03,0.2,0,3.01,0.887,0.51,87.89,283.46,196.67,293.3,40,35.3
2482,151.5,12.35,0.03,0.09,-0.02,3.01,0.887,0.52,85.92,283.39,191.39,293.3,39.9,35.3
2483,151.5,12.44,0.03,0.09,-0.02,3.01,0.887,0.52,87.28,283.34,196.42,293.3,39.9,35.2
2484,146.8,12.1,0.03,0.09,-0.02,3.01,0.887,0.52,89.02,283.39,196.42,293.28,39.9,35.2
2485,141.85,11.56,0.03,0.08,-0.02,3.01,0.887,0.5,92.47,283.64,204.25,293.28,39.9,35.2
2486,137.07,11.56,0.03,0.08,-0.02,3.01,0.887,0.52,93.88,283.8,211.55,293.25,39.9,35.2
2487,132.48,10.98,0.03,0.08,-0.02,3.01,0.887,0.52,96.02,283.98,217.59,293.23,40,35.2
2488,128.12,10.42,0.03,0.07,-0.02,3.01,0.887,0.52,96.77,284.49,217.59,293.2,40.1,35.2
2489,128.12,9.95,0.03,0.07,-0.02,3.01,0.887,0.52,97.34,284.77,222.26,293.2,40.1,35.3
2490,124.03,9.55,0.03,0.07,-0.02,3.02,0.89,0.52,98.18,285.24,225.91,293.17,40.2,35.4
2491,120.15,9.2,0.02,0.07,-0.02,3.02,0.89,0.51,98.42,285.49,228.81,293.17,40.2,35.5
2492,116.5,9.2,0.03,0.07,-0.02,3.02,0.89,0.51,98.77,286.03,228.81,293.15,40.2,35.7
2493,113.08,8.82,0.03,0.07,-0.02,3.01,0.887,0.51,98.89,286.31,231.15,293.15,40.3,35.7
2494,113.08,8.53,0.03,0.07,-0.02,3.01,0.887,0.52,99.05,286.54,233.02,293.15,40.2,35.8
2495,109.82,8.29,0.03,0.07,-0.02,3.01,0.887,0.52,99.08,287.08,234.59,293.1,40.2,35.9
2496,106.75,8.04,0.03,0.07,-0.02,3.01,0.887,0.52,99.12,287.36,234.59,293.1,40.1,35.9
2497,103.88,8.04,0.03,0.06,-0.02,3.01,0.887,0.52,99.12,287.78,235.82,293.1,40.1,36
2498,101.05,7.81,0.03,0.06,-0.02,3.01,0.887,0.52,99.12,288.03,236.96,293.1,40.1,36
2499,101.05,7.56,0.03,0.04,-0.02,3.01,0.887,0.51,99.15,288.57,237.97,293.1,40.1,36.1
2500,97.82,7.32,0.03,0.04,-0.02,3.01,0.887,0.52,100.59,288.8,237.97,293.1,40,36.1
2501,93.83,6.98,0.03,0.05,-0.02,3.01,0.887,0.52,104.7,289.06,239.54,293.1,39.9,36.2
2502,89.92,6.62,0.03,0.05,-0.02,3.01,0.887,0.51,106.42,289.47,241.28,293.1,39.9,36.1
2503,86.18,6.62,0.03,0.04,-0.02,3.01,0.887,0.53,107.91,289.7,242.96,293.1,40,36.2
2504,82.63,6.29,0.03,0.04,-0.02,3.01,0.887,0.51,110.08,290.19,244.32,293.15,40,36.2
2505,82.63,5.96,0.03,0.04,-0.02,3.01,0.887,0.51,110.82,290.37,244.32,293.15,40.1,36.3
2506,79.18,5.63,0.03,0.04,-0.02,3.02,0.89,0.52,112.06,290.86,245.62,293.15,40.1,36.4
2507,75.97,5.41,0.03,0.04,-0.02,3.02,0.89,0.52,112.49,291.12,246.73,293.17,40.2,36.4
2508,72.9,5.41,0.03,0.04,-0.02,3.02,0.89,0.53,113.14,291.35,247.64,293.2,40.3,36.6
2509,70.03,5.16,0.02,0.03,-0.02,3.02,0.89,0.53,113.33,291.84,247.64,293.2,40.2,36.7
2510,70.03,4.91,0.02,0.03,-0.02,3.01,0.887,0.52,113.47,292.07,248.45,293.2,40.2,36.8
2511,67.25,4.71,0.03,0.03,-0.02,3.01,0.887,0.52,113.73,292.53,249.16,293.2,40.2,36.9
2512,64.65,4.55,0.03,0.03,-0.02,3.02,0.89,0.53,113.9,292.74,249.16,293.23,40.2,37
2513,62.15,4.55,0.03,0.03,-0.01,3.02,0.89,0.53,114.02,292.99,249.77,293.28,40.2,37
2514,57.67,10.04,0.03,0.26,-0.02,3.02,0.89,0.52,113.64,293.51,250.66,293.28,40.2,37.1
2515,57.67,11.37,0.03,0.24,-0.02,3.01,0.887,0.51,112.28,293.82,252.18,293.33,40.3,37.2
2516,53.18,10.46,0.03,0.24,-0.02,3.01,0.887,0.52,111.73,294.43,253.63,293.33,40.2,37.2
2517,49.2,9.75,0.03,0.23,-0.02,3.01,0.887,0.52,111.28,294.69,253.63,293.33,40.2,37.2
2518,45.77,9.06,0.03,0.22,-0.02,3.01,0.887,0.52,110.42,295.05,254.67,293.33,40.2,37.3
2519,42.8,9.06,0.03,0.21,-0.02,3.01,0.887,0.52,110.04,295.16,255.33,293.38,40.2,37.2
2520,40.55,8.22,0.03,0.2,-0.02,3.02,0.89,0.52,108.15,295.31,255.56,293.41,40.2,37.2
2521,40.55,7.5,0.03,0.2,-0.02,3.02,0.89,0.52,107.01,295.59,255.56,293.43,40.2,37.2
2522,38.47,6.95,0.03,0.2,-0.02,3.02,0.89,0.5,106.02,295.67,255.51,293.43,40.4,37.2
2523,36.58,6.95,0.03,0.19,-0.01,3.02,0.89,0.51,104.77,295.9,255.39,293.51,40.4,37.2
2524,34.75,6.48,0.03,0.21,-0.02,3.02,0.89,0.51,104.39,296.06,255.21,293.53,40.4,37.2
2525,32.78,6.59,0.03,0.24,-0.01,3.02,0.89,0.51,104.01,296.34,255.21,293.61,40.5,37.3
2526,32.78,6.92,0.03,0.24,-0.02,3.02,0.89,0.51,103.94,296.52,255.13,293.61,40.5,37.4
2527,30.78,7.05,0.03,0.26,-0.02,3.02,0.89,0.52,103.85,296.62,255.16,293.64,40.5,37.4
2528,28.9,6.78,0.02,0.25,-0.02,3.02,0.89,0.52,103.85,296.91,255.23,293.74,40.5,37.4
2529,27.17,6.78,0.03,0.24,-0.02,3.02,0.89,0.52,103.85,297.01,255.23,293.79,40.5,37.6
2530,25.62,6.24,0.03,0.23,-0.02,3.02,0.89,0.52,103.75,297.16,255.23,293.79,40.4,37.5
2531,25.62,5.75,0.03,0.23,-0.01,3.02,0.89,0.52,103.75,297.42,255.11,293.84,40.5,37.5
2532,24.12,5.3,0.03,0.21,-0.01,3.02,0.89,0.53,103.75,297.55,254.95,293.92,40.4,37.5
2533,22.75,4.91,0.03,0.21,-0.02,3.02,0.89,0.53,103.75,297.83,254.95,294,40.4,37.5
2534,21.5,4.91,0.03,0.19,-0.01,3.02,0.89,0.51,103.78,297.99,254.75,294,40.4,37.5
2535,20.27,4.58,0.03,0.19,-0.01,3.02,0.89,0.5,103.89,298.22,254.47,294.07,40.4,37.5
2536,20.27,4.32,0.03,0.19,-0.02,3.02,0.89,0.52,103.99,298.35,254.24,294.18,40.4,37.6
2537,19.07,4.01,0.03,0.19,-0.02,3.02,0.89,0.52,104.08,298.45,254.24,294.25,40.4,37.6
2538,18,3.78,0.03,0.18,-0.02,3.02,0.89,0.52,104.44,298.66,254.04,294.25,40.4,37.6
2539,17,3.78,0.03,0.16,-0.02,3.02,0.89,0.51,104.67,298.76,253.84,294.33,40.4,37.6
2540,16.05,3.51,0.03,0.14,-0.01,3.02,0.89,0.52,105,298.96,253.63,294.43,40.4,37.7
2541,16.05,3.3,0.03,0.14,-0.01,3.02,0.89,0.52,105.08,299.07,253.63,294.51,40.4,37.7
2542,15.23,3.22,0.03,0.13,-0.01,3.02,0.89,0.52,105.08,299.17,253.48,294.51,40.4,37.7
2543,14.32,4.72,0.03,0.3,-0.03,3.02,0.89,0.51,105,299.35,253.43,294.61,40.4,37.8
2544,13.07,4.72,0.03,0.44,-0.01,3.02,0.89,0.52,104.98,299.5,253.73,294.69,40.4,37.8
2545,11.98,6.29,0.03,0.77,-0.04,3.02,0.89,0.52,104.7,299.84,253.73,294.77,40.4,37.9
2546,11.98,7.19,0.02,0.73,-0.03,3.02,0.89,0.53,104.39,300.02,254.24,294.77,40.4,37.9
2547,10.92,6.81,0.02,0.73,-0.03,3.02,0.89,0.52,103.66,300.18,254.62,294.92,40.3,37.9
2548,10.1,6.32,0.03,0.65,-0.01,3.02,0.89,0.5,103.3,300.38,254.75,295.03,40.3,37.8
2549,9.47,6.32,0.03,0.61,0.01,3.02,0.89,0.5,103.02,300.51,254.75,295.16,40.3,37.8
2550,8.95,5.77,0.03,0.59,0,3.02,0.89,0.52,102.36,300.67,254.67,295.26,40.2,37.8
2551,8.53,5.32,0.03,0.6,-0.02,3.02,0.89,0.51,102.1,300.74,254.45,295.26,40.2,37.7
2552,8.53,4.92,0.03,0.6,-0.04,3.02,0.89,0.52,101.89,300.95,254.14,295.46,40.2,37.7
2553,8.13,4.55,0.03,0.6,-0.04,3.02,0.89,0.52,101.84,301.03,253.86,295.54,40.2,37.7
2554,7.75,4.26,0.03,0.5,-0.01,3.02,0.89,0.52,101.67,301.21,253.86,295.72,40.2,37.7
2555,7.35,4.26,0.03,0.5,0.01,3.02,0.89,0.5,101.48,301.23,253.43,295.72,40.1,37.7
2556,7.22,4.09,0.03,0.54,-0.02,3.02,0.89,0.53,101.25,301.31,252.87,295.85,40.1,37.7
2557,7.22,3.99,0.03,0.54,-0.03,3.02,0.89,0.5,100.59,301.47,252.87,295.98,40.1,37.7
2558,7.13,3.93,0.03,0.54,-0.03,3.01,0.887,0.5,100.25,301.54,252.31,295.98,40.1,37.7
2559,7.07,3.89,0.03,0.51,-0.02,3.02,0.89,0.52,99.62,301.72,251.7,296.11,40.1,37.7
2560,6.97,3.89,0.03,0.49,-0.01,3.02,0.89,0.53,99.41,301.85,251.19,296.29,40,37.7
2561,6.85,3.88,0.03,0.48,0,3.01,0.887,0.52,99.01,301.93,250.68,296.44,40,37.7
2562,6.85,3.83,0.03,0.39,0,3.01,0.887,0.52,98.84,302.09,250.68,296.6,40,37.7
2563,6.82,3.32,0.03,0.39,0,3.01,0.887,0.52,98.72,302.16,250.2,296.6,39.9,37.6
2564,6.85,1.97,0.03,0.21,0,3.02,0.89,0.51,98.65,302.29,249.69,296.72,39.9,37.6
2565,6.77,1.8,0.02,0.19,0.01,3.02,0.89,0.51,98.75,302.34,249.26,296.88,39.9,37.6
2566,6.73,1.8,0.03,0.2,-0.01,3.02,0.89,0.51,99.08,302.37,249.26,297.01,39.9,37.6
2567,6.67,1.87,0.03,0.21,-0.02,3.02,0.89,0.51,99.31,302.47,248.96,297.01,39.9,37.6
2568,6.67,1.95,0.03,0.21,-0.02,3.02,0.89,0.51,99.67,302.5,248.71,297.11,39.9,37.6
2569,6.6,2,0.03,0.21,-0.02,3.02,0.89,0.51,99.83,302.65,248.5,297.24,39.9,37.7
2570,6.55,2.03,0.03,0.21,-0.01,3.02,0.89,0.52,99.97,302.71,248.5,297.42,39.8,37.7
2571,6.47,2.03,0.03,0.2,-0.01,3.02,0.89,0.52,100.14,302.89,248.3,297.52,39.8,37.7
2572,6.42,2.04,0.03,0.21,-0.01,3.02,0.89,0.51,100.16,302.99,248.15,297.52,39.8,37.7
2573,6.37,2.09,0.03,0.21,-0.01,3.02,0.89,0.52,100.25,303.17,248.02,297.65,39.8,37.7
2574,6.3,2.1,0.03,0.21,-0.02,3.02,0.89,0.51,100.4,303.25,247.84,297.75,39.7,37.7
2575,6.3,2.09,0.03,0.21,-0.01,3.02,0.89,0.51,100.49,303.51,247.84,297.83,39.7,39.9
2576,6.25,2.06,0.03,0.21,-0.01,3.02,0.89,0.51,100.56,303.58,247.74,297.96,39.7,37.7
2577,6.45,-0.15,0.03,0,0,3.02,0.89,0.52,100.75,303.71,247.54,297.96,39.7,37.7
2578,6.57,-0.15,0.03,0,0,3.01,0.887,0.51,101.03,303.74,247.21,298.11,39.7,37.8
2579,6.65,-0.15,0.03,0,-0.01,3.01,0.887,0.51,101.74,303.82,246.93,298.24,39.7,37.8
2580,6.65,-0.15,0.03,0,-0.01,3.01,0.887,0.51,102.05,303.82,246.93,298.35,39.7,37.8
2581,6.73,-0.15,0.03,0,-0.01,3.02,0.89,0.52,102.71,303.84,246.73,298.35,39.7,37.8
2582,6.73,-0.15,0.03,0,-0.01,3.02,0.89,0.51,103.04,303.92,246.55,298.53,39.6,37.9
2583,6.77,-0.15,0.03,0,-0.01,3.02,0.89,0.52,103.37,303.92,246.55,298.66,39.6,37.9
2584,6.75,-0.15,0.03,0,-0.01,3.02,0.89,0.52,104.01,304,246.38,298.73,39.5,37.9
2585,6.75,-0.15,0.03,0,-0.01,3.02,0.89,0.51,104.34,303.97,246.22,298.73,39.5,37.9
2586,6.77,-0.15,0.03,0,-0.01,3.02,0.89,0.51,104.63,304.02,246.12,298.78,39.5,38
2587,6.77,-0.15,0.03,0,-0.01,3.02,0.89,0.52,105.26,304.13,246.12,298.89,39.5,38
2588,6.75,-0.15,0.03,0,-0.01,3.02,0.89,0.52,105.57,304.15,246.02,298.89,39.5,38
2589,6.75,-0.15,0.03,0,-0.01,3.02,0.89,0.52,106.11,304.26,245.89,298.96,39.5,38
2590,6.75,-0.15,0.03,0,-0.01,3.02,0.89,0.51,106.4,304.31,245.79,299.07,39.5,38.1
2591,6.77,-0.14,0.03,0,-0.01,3.02,0.89,0.52,106.68,304.36,245.79,299.2,39.4,38.1
2592,6.77,-0.15,0.03,0,-0.01,3.02,0.89,0.52,107.3,304.44,245.67,299.2,39.5,38.1
2593,6.8,-0.15,0.03,0,-0.01,3.02,0.89,0.51,107.56,304.54,245.59,299.27,39.5,38.1
2594,6.8,-0.15,0.03,0,-0.01,3.02,0.89,0.51,108.1,304.64,245.49,299.38,39.4,38.2
2595,6.8,-0.15,0.03,0,-0.01,3.02,0.89,0.51,108.38,304.69,245.41,299.48,39.5,38.2
2596,6.8,-0.15,0.03,0,-0.01,3.02,0.89,0.51,108.93,304.82,245.41,299.58,39.5,38.2
2597,6.77,-0.15,0.03,0,-0.01,3.02,0.89,0.52,109.21,304.9,245.36,299.58,39.4,38.2
2598,6.8,-0.15,0.03,0,-0.01,3.02,0.89,0.51,109.73,304.95,245.31,299.66,39.4,38.3
2599,6.8,-0.15,0.03,0,-0.01,3.02,0.89,0.51,109.99,305.06,245.24,299.74,39.4,38.2
2600,6.8,-0.15,0.03,0,-0.01,3.02,0.89,0.51,110.3,305.13,245.24,299.84,39.4,38.3
2601,6.8,-0.15,0.03,0,-0.01,3.02,0.89,0.51,110.77,305.21,245.18,299.84,39.4,38.3
2602,6.82,-0.15,0.03,0,-0.01,3.02,0.89,0.51,110.94,305.26,245.16,299.92,39.4,38.3
2603,6.82,-0.15,0.03,0,-0.01,3.02,0.89,0.52,111.49,305.31,245.13,300.02,39.4,38.3
2604,6.82,-0.15,0.03,0,-0.01,3.02,0.89,0.52,111.68,305.37,245.13,300.1,39.3,38.3
2605,6.85,-0.15,0.03,0,-0.01,3.02,0.89,0.52,112.18,305.42,245.08,300.1,39.3,38.3
2606,6.85,-0.15,0.03,0,-0.01,3.01,0.887,0.52,112.44,305.5,245.03,300.15,39.4,38.3
2607,6.82,-0.15,0.03,0,-0.01,3.01,0.887,0.51,112.66,305.55,245.03,300.3,39.3,38.3
2608,6.85,-0.14,0.03,0,-0.01,3.02,0.89,0.51,113.14,305.68,245.03,300.36,39.4,38.3
2609,6.87,-0.14,0.03,0,-0.01,3.02,0.89,0.51,113.33,305.7,245.01,300.36,39.3,38.3
2610,6.9,-0.14,0.03,0,-0.01,3.02,0.89,0.52,113.78,305.83,245.01,300.43,39.3,38.3
2611,6.87,-0.15,0.03,0,-0.01,3.02,0.89,0.52,113.99,305.88,244.96,300.51,39.3,38.3
2612,6.87,-0.15,0.03,0,-0.01,3.02,0.89,0.51,114.45,305.91,244.96,300.59,39.3,38.3
2613,6.87,-0.14,0.03,0,-0.01,3.02,0.89,0.51,114.69,306.04,244.96,300.59,39.3,38.3
2614,6.87,-0.14,0.03,0,-0.01,3.02,0.89,0.53,114.9,306.06,244.96,300.64,39.3,38.3
2615,6.87,-0.14,0.03,0,-0.01,3.02,0.89,0.5,115.35,306.19,244.96,300.77,39.3,38.3
2616,6.9,-0.15,0.03,0,-0.01,3.02,0.89,0.52,115.54,306.19,244.96,300.82,39.3,38.3
2617,6.9,-0.15,0.03,0,-0.01,3.02,0.89,0.52,115.95,306.27,244.98,300.82,39.3,38.3
2618,6.9,-0.15,0.03,0,-0.01,3.02,0.89,0.52,116.16,306.32,244.98,300.9,39.3,38.3
2619,6.95,-0.14,0.03,0,-0.01,3.02,0.89,0.51,116.35,306.4,245.01,300.95,39.3,38.3
2620,6.95,-0.14,0.03,0,-0.01,3.02,0.89,0.52,116.76,306.5,245.01,301.03,39.3,38.3
2621,6.95,-0.14,0.03,0,-0.01,3.02,0.89,0.52,116.97,306.5,244.98,301.03,39.3,38.3
2622,6.95,-0.15,0.03,0,-0.01,3.02,0.89,0.5,117.43,306.58,245.01,301.13,39.3,38.3
2623,6.95,-0.15,0.03,0,-0.01,3.02,0.89,0.5,117.62,306.68,245.01,301.21,39.3,38.4
2624,6.97,-0.15,0.03,0,-0.01,3.02,0.89,0.52,117.81,306.71,245.01,301.31,39.3,38.3
2625,6.95,-0.15,0.03,0,-0.01,3.02,0.89,0.52,118.21,306.76,245.01,301.31,39.3,38.4
2626,7,-0.14,0.03,0,-0.01,3.02,0.89,0.52,118.43,306.79,245.06,301.36,39.3,38.3
2627,7,-0.15,0.03,0,-0.01,3.02,0.89,0.51,118.81,306.81,245.08,301.41,39.3,38.3
2628,6.97,-0.14,0.03,0,-0.01,3.02,0.89,0.51,118.98,306.89,245.08,301.49,39.3,38.3
2629,6.97,-0.15,0.03,0,-0.01,3.02,0.89,0.51,119.14,306.94,245.11,301.57,39.3,38.3
2630,6.97,-0.15,0.03,0,-0.01,3.02,0.89,0.52,119.57,307.02,245.13,301.57,39.2,38.3
2631,6.97,-0.15,0.03,0,-0.01,3.02,0.89,0.52,119.76,307.05,245.18,301.62,39.3,38.3
2632,6.97,-0.14,0.03,0,-0.01,3.02,0.89,0.52,120.1,307.1,245.18,301.7,39.3,38.3
2633,6.97,-0.15,0.03,0,-0.01,3.02,0.89,0.52,120.31,307.12,245.18,301.78,39.3,38.3
2634,6.97,-0.14,0.03,0,-0.01,3.02,0.89,0.53,120.7,307.2,245.21,301.78,39.3,38.3
2635,6.97,-0.15,0.03,0,-0.01,3.02,0.89,0.52,120.87,307.23,245.24,301.83,39.3,38.3
2636,6.97,-0.15,0.03,0,-0.01,3.02,0.89,0.52,121.2,307.28,245.31,301.88,39.3,38.3
2637,7,-0.15,0.03,0,-0.01,3.02,0.89,0.52,121.39,307.33,245.31,301.96,39.2,38.3
2638,7,-0.14,0.02,0,-0.01,3.02,0.89,0.52,121.61,307.36,245.34,301.96,39.2,38.3
2639,7,-0.15,0.02,0,-0.01,3.02,0.89,0.53,121.97,307.43,245.41,302.01,39.2,38.3
2640,7,-0.15,0.03,0,-0.01,3.02,0.89,0.52,122.16,307.43,245.44,302.09,39.2,38.3
2641,7,-0.15,0.03,0,-0.01,3.02,0.89,0.52,122.38,307.54,245.44,302.16,39.3,38.4
2642,7,-0.14,0.03,0,-0.01,3.02,0.89,0.52,122.74,307.61,245.49,302.16,39.3,38.4
2643,7,-0.15,0.03,0,-0.01,3.02,0.89,0.52,122.93,307.64,245.51,302.16,39.3,38.4
2644,7.02,-0.15,0.03,0,-0.01,3.02,0.89,0.51,123.31,307.72,245.54,302.27,39.3,38.4
2645,7,-0.15,0.03,0,-0.01,3.02,0.89,0.51,123.48,307.74,245.54,302.32,39.3,38.4
2646,7.02,-0.15,0.03,0,-0.01,3.02,0.89,0.5,123.6,307.74,245.62,302.32,39.3,38.4
2647,7.02,-0.14,0.03,0,-0.01,3.02,0.89,0.52,123.98,307.85,245.67,302.4,39.3,38.4
2648,7.02,-0.15,0.03,0,-0.01,3.02,0.89,0.52,124.15,307.85,245.74,302.45,39.3,38.4
2649,7.02,-0.14,0.03,0,-0.01,3.02,0.89,0.52,124.51,307.92,245.74,302.47,39.3,38.4
2650,7.02,-0.15,0.03,0,-0.01,3.02,0.89,0.52,124.73,307.95,245.82,302.47,39.3,38.4
2651,7.02,-0.15,0.03,0,-0.01,3.02,0.89,0.52,125.06,307.98,245.84,302.53,39.3,38.4
2652,7.02,-0.14,0.03,0,-0.01,3.02,0.89,0.52,125.21,308.03,245.92,302.58,39.3,38.4
2653,7.02,-0.15,0.03,0,-0.01,3.02,0.89,0.52,125.42,308.05,245.92,302.63,39.3,38.4
2654,7,-0.14,0.03,0,-0.01,3.02,0.89,0.52,125.78,308.05,245.94,302.63,39.3,38.4
